id;nik;dom_adr;dom_name;gate;colony_adr;colony_name;alliance;rase;level;liga;rank;bo;archeology;building;science;nra;ra;delta_rank;delta_bo;
7374;nuBac;2.81.6;HeuTpuHa3;1;4.583.5,4.583.3,4.583.6,4.583.4,4.550.4,4.66.2;CkaJla,Red-Ox,MeTaH,Et-OH,MimicryTower5,aHTuHeuTpuHa;[NWO];Лиенсу;148;III;4786257;45230.60;571176;376665;257202;0;38.21;-13643908;0.00;
7379;aleks43210;1.130.4;ALEKS43210;0;4.502.3,4.502.1,4.502.2,4.502.4,4.100.3;Пегас,ШАХТА_УРАН,БИВЕНЬ,MAMONT,кентавр;[WAR];Воранер;122;III;4414596;13732.30;409418;119030;271928;0;34.05;43000;0.00;
7381;Disa911;1.63.6;Merkada;0;4.1143.3,4.862.5,4.685.2,4.540.6,4.539.6;Crystal,Silmaril,Amalgaut,Antares_484,Orion911;[WAR];Воранер;165;III;3579055;107933.00;374520;96865;196927;0;31.65;26207;0.00;
7389;leo200911;1.171.3;gvadelup;0;4.510.2,4.435.2,4.401.4,4.269.5,4.105.1;gvadelup5,gvadelup4,gvadelup3,gvadelup1,gvadelup2;нейтралы;Воранер;174;III;3534248;163089.00;193823;227530;29690;0;41.61;62128;0.00;
7395;IIIYHIH;2.78.3;IIIYHIH;0;4.1050.5,4.939.1,4.922.5,4.889.2,4.889.1;CATYPH,LIMON-1,SONATA,-BOCTOK-,-WEST-;[GALEON];Лиенсу;84;III;3467133;4456.36;54111;178195;195123;0;40.98;53702;0.00;
7382;Sergio808;3.92.6;Baza;0;4.201.3,4.201.6,4.87.3,4.81.6,4.75.2;PointD,PointE,PointC,PointB,PointA;[NWO];Псолао;143;III;3345874;45284.00;8106;212995;245512;0;27.74;18906;0.00;
7393;Dimasik30;3.177.4;K-Jarve;0;4.966.2,4.319.6,4.319.5,4.319.4,4.318.5;К-Jarve5,K-Jarve3,K-Jarve2,K-Jarve4,K-Jarve1;[NWO];Псолао;29;III;3206834;48.43;0;125477;6732;0;41.49;56910;0.00;
7394;oxi13;3.92.1;Aria;1;4.488.2,4.488.1,4.488.4,4.486.2,4.486.3;KOLONIY-4,KOLONIY-3,KOLONIY-5,KOLONIY-1,KOLONIY-2;[NWO];Псолао;0;III;3157493;293.25;0;0;0;0;39.85;47453;0.00;
7448;_IIIAMAH_;1.46.2;bank;0;4.936.1,4.706.3,4.503.6,4.502.5,4.498.2;bank-6,bank-4,bank-5,bank-3,bank-2;[GALEON];Воранер;112;III;2909301;10526.00;266960;135375;123637;0;40.98;46696;0.00;
7392;Zmeeed;3.49.1;Gadyuchnik;0;4.83.3,4.83.4,4.74.4,4.74.5,4.74.3;Anaconda,Boa,Mamba,Python,Cobra;нейтралы;Псолао;87;III;2895255;4341.23;167074;142709;113012;0;38.08;38763;0.00;
7373;kolia230;1.111.1;kolia230;1;4.302.5,4.301.3,4.301.4,4.301.5,4.184.2;kolia2306,kolia2305,kolia2304,kolia2303,kolia2302;[WAR];Воранер;190;III;2796463;678685.00;387446;128530;167319;0;15.64;3972;0.00;
7402;Mic;3.49.3;Mic;0;4.270.6,4.270.2,4.270.5,4.270.3,4.270.1;Mic3,Mic4,Mic5,Mic2,Mic1;[NWO];Псолао;78;III;2539894;530.82;209238;146637;278186;0;37.20;28930;0.00;
7400;Ist_Gop_Stop;3.154.1;Gop_Stop-1;0;4.825.2,4.621.2,4.415.2,4.213.2,4.10.2;Gop-Stop-6,Gop-Stop-5,Gop-Stop-4,Gop-Stop-3,Gop-Stop-2;нейтралы;Псолао;65;III;2510319;2688.68;142873;120411;11372;0;39.47;38981;0.00;
7405;Shrek2015;3.71.5;swamp1;1;4.1147.1,4.1147.3,4.1147.4,4.1147.2,4.1147.5;swamp2,swamp4,swamp5,swamp3,swamp6;[WAR];Псолао;84;III;2379917;1767.42;301245;250155;80851;0;36.57;27988;0.00;
7414;OHWIR;1.64.5;OHWIR;0;4.867.4,4.567.4,4.567.1,4.167.4,4.67.4;EPASHYVKASHY,AVATAR,SOSEDYSHKA,Rob-Dugan,Ancvainer;нейтралы;Воранер;86;III;2310282;6654.89;72555;138260;9397;0;41.61;40497;0.00;
7388;Inkv;3.50.6;Dor;1;4.1175.6,4.533.5,4.364.3,4.364.1,4.364.4;Dor2,Dor6,Dor4,Dor3,Dor5;[WAR];Псолао;140;III;2301988;35771.70;434690;245565;106148;0;35.06;18192;0.00;
7410;MSLION;2.69.3;Krasnogorsk2;1;4.844.5,4.835.4,4.831.2,4.814.2,4.796.6;MSL06,MSL05,MSL04,MSL03,MSL02;нейтралы;Лиенсу;0;I;2292790;10000.60;0;0;0;0;39.47;34146;0.00;
7406;zleo66;1.147.4;3315414;0;4.1057.4,4.1057.6,4.1057.5,4.1034.1,4.1034.2,4.150.6;zland4,zland6,zland5,zarcheo,znauka,MimicryTower9;[GALEON];Воранер;130;III;2279563;23926.00;174475;253550;174282;0;35.69;18928;0.00;
7443;alexxy;3.57.3;alexxy;1;4.1183.1,4.1183.3,4.1183.4,4.1183.2,4.291.5;arhi3,arhi,arhi1,archi2,arhi4;[NWO];Псолао;129;III;2255727;25081.20;153269;226965;20009;0;39.34;30897;0.00;
7420;sidvk;1.134.5;meta;1;4.193.1,4.190.5,4.187.5,4.187.1,4.187.4;perun,svarog,veles,alfa,noris;[NWO];Воранер;128;III;2209749;22113.50;280199;213892;21188;0;37.83;-60920;0.00;
7391;YuriyCh;1.147.3;YuriyCh;0;4.250.4,4.180.2,4.171.1,4.169.6,4.152.3,4.146.1;MimicryTower8,YuriyCh4,YuriyCh3,YuriyCh1,YuruyCh2,YuriyChHAYKA;[GALEON];Воранер;167;III;2149275;117917.00;253262;322841;26975;0;51.70;101234;0.00;
7403;psaa;1.7.4;Doswan;0;4.234.5,4.233.5,4.233.2,4.231.6,4.7.4;Homelu4,Homelu3,Homelu2,Farcry2,Homelu1;[FEDERAL];Воранер;65;III;1980594;1714.55;7806;123545;278186;0;31.27;14564;0.00;
7409;aoe;3.20.2;Glubina;1;4.526.1,4.426.5,4.291.4,4.291.6,4.20.4;DeepTown-II,Лабиринт,DeepTown-I,Глубина,Мост;[WAR];Псолао;0;I;1963096;59320.70;0;0;0;0;34.17;20408;0.00;
7377;Lenusichka;3.139.4;SLIMPERIYA;1;4.587.6,4.551.4,4.406.2,4.377.6,4.261.5;BESEDER,agava,MELISSA,MaXiMa,VALGALA;[WAR];Псолао;113;III;1961236;10206.10;377195;189177;35013;0;27.62;10752;0.00;
7408;seva71;1.23.6;qwerty001;1;4.1187.5,4.1085.3,4.1085.4,4.1085.5,4.1085.2;sota1012,sota2112,sota2612,sota3112,sota1512;[WAR];Воранер;0;I;1911417;100201.00;0;0;0;0;33.29;17926;0.00;
7431;BierMeister;2.1.4;Traktir;1;4.888.6,4.888.5,4.888.2,4.888.4,4.875.5;Bierhaus,BierParadies,PAB-777,Brauerei,KNEIPE;[WAR];Лиенсу;174;III;1889635;167450.00;36621;234235;90209;0;38.46;22710;0.00;
7418;abervalg;1.23.4;sulfat;1;4.740.2,4.740.3,4.740.1,4.645.3,4.637.3;BERN,Romul,shvonder,Coka-Cola,Sulfat1;[NWO];Воранер;120;III;1828485;13693.30;371999;160045;99728;0;34.68;18579;0.00;
7425;Sendex;1.111.2;EGAklub;0;4.1192.1,4.1118.1,4.735.4,4.735.1,4.656.5;Shuvoe,EGADROM,Kostilevo,EGAWAR,Gridino;[WAR];Воранер;48;III;1818589;1205.89;82396;114505;24736;0;40.48;28760;0.00;
7387;yomoyo;1.96.6;Legion;0;4.834.5,4.834.2,4.834.1,4.834.3,4.834.4;Legion5,Legion2,Legion1,Legion3,Legion4;[NWO];Воранер;150;III;1812083;59142.40;143410;162210;126595;0;37.07;22265;0.00;
7435;wirton;3.8.3;shato;1;4.774.5,4.774.6,4.767.5,4.554.4,4.554.3;snova,kmdf,triada,kruburjua,asti;[GALEON];Псолао;135;III;1807153;29123.70;376725;179405;25849;0;39.09;21266;0.00;
7399;kruchenet;1.27.2;FISHKILLER;0;4.1094.5,4.1094.1,4.1094.2,4.1094.3,4.417.6;JACKPOT,kruchenet,NAUKA,APXEoJIoTu,IIITOIIOP;[NWO];Воранер;0;I;1805323;48323.40;0;0;0;0;29.13;10462;0.00;
7432;afa_ll;2.90.3;afa_kk;0;4.693.3,4.693.4,4.691.2,4.691.3,4.691.1;amsterdam,Liverpul,Dresden,Melbourne,Kanbera;[WAR];Лиенсу;55;III;1718585;360.30;108071;214955;55155;0;38.59;22314;0.00;
7398;QTF;1.2.4;BlokposT;1;4.1157.3,4.1157.2,4.1157.4,4.1157.5,4.1157.1;96_BLoK_5,96_BloK_4,96_BloK_6,229_BloK_4,229_BloK_3;[ASFOR];Воранер;58;III;1706089;548.89;432;146750;278186;0;3.66;-114;0.00;
7397;Vkusnya;3.133.5;VkusLand;1;4.658.3,4.658.1,4.658.2,4.658.4,4.658.5;VkusKlon_3,VkusKlon_1,VkusKlon_2,VkusKlon-4,VkusKlon-5;[WAR];Псолао;106;III;1628188;8108.72;314968;132370;88655;0;3.91;-48;0.00;
7437;Slava7;1.21.6;Slava77;1;4.414.2,4.388.3,4.369.3,4.347.6,4.307.4;Benuk4,Benuk3,Benuk2,Benuk1,Benuk;[NWO];Воранер;70;III;1596996;4224.21;67073;125113;22111;0;41.11;21386;0.00;
7427;Kisik1;3.31.2;Koshka_1;1;4.1003.4,4.713.1,4.513.3,4.313.2,4.13.2;Koshka_6,Koshka_5,Koshka_4,Koshka_3,Koshka_2;[NWO];Псолао;0;I;1546742;1080.76;0;0;0;0;36.19;18108;0.00;
7421;Kamikaze_FPA;3.25.3;24132;1;4.314.5,4.289.4,4.253.3,4.199.1,4.199.4;Kamikaze-5,Kamikaze-4,Kamikaze-3,Kamikaze-1,kamikaze-2;[NWO];Псолао;109;III;1539029;3221.25;622690;161154;278186;0;20.81;4569;0.00;
7439;GENA1109;2.81.3;RASHEN_STEPPE;0;4.171.6,4.167.3,4.132.6,4.96.5,4.95.1;SCORPION-5,SCORPION-4,SCORPION-3,SCRPION-1,SCORPION-2;[NWO];Лиенсу;70;III;1520270;2900.24;102543;209630;19920;0;39.47;23103;0.00;
7407;Catamount;2.84.1;Garden;1;4.546.6,4.481.4,4.480.4,4.480.1,4.278.5;Cobweb,GreenGarden,DryGarden,Flowering-garden,FullGarden;[NWO];Лиенсу;0;I;1447183;476.53;0;0;0;0;4.41;-89;0.00;
7441;Koshechka_Nadya;1.42.4;Rovin;1;4.724.2,4.724.4,4.724.6,4.724.3,4.721.3;Rovin-vilage,Rovin-Town,Tarifa,Rovin-City,Rovin-Warehouse;[WAR];Воранер;0;I;1446101;0.00;0;0;0;0;39.34;20150;0.00;
7454;Futbolist;3.53.2;Polyanka;0;4.225.3,4.224.4,4.224.6,4.111.1,4.111.3;Ученые,Пасека,Дом_отдыха,Ostrovok,Sopka;[NWO];Псолао;163;III;1441751;97718.30;343105;140595;128228;0;34.17;12836;0.00;
7390;VovanKaban;3.147.5;Dikanka;0;4.1018.5,4.990.3,4.185.3,4.68.5,4.53.5;__3__,__2__,--6--,--5--,__4__;[NWO];Псолао;111;III;1411840;8880.40;239664;135714;278186;0;28.63;7879;0.00;
7419;kirden;1.77.1;kirden_world;0;4.1037.3,4.797.5,4.557.6,4.317.5,4.77.1;kirden-2,kirden-3,kirden-6,kirden-5,kirden-4;[IMHO];Воранер;89;III;1406183;4887.18;56167;129640;278186;0;19.80;3639;0.00;
7424;Dokk5;1.30.4;Stropasezers;0;4.717.1,4.717.2,4.717.3,4.717.4,4.21.5;Daugavpils,Riga,Jurmala,Jelgava,ventspils;[FS];Воранер;74;III;1383093;804.30;172866;129540;278186;0;22.95;-3932;0.00;
7417;baruga;3.22.3;baruga;0;4.1200.2,4.1199.6,4.1199.3,4.115.5,4.113.1;baruga3,baruga5,baruga4,baruga1,baruga2;[WAR];Псолао;0;I;1346150;14633.40;0;0;0;0;10.21;571;0.00;
7470;trigger777;3.23.6;trend234;1;4.1080.2,4.1080.1,4.408.6,4.303.5,4.52.2;gmnk,downtrend,GZPM,lkoh,uptrend;[WAR];Псолао;86;III;1344140;5615.87;56226;251231;25869;0;38.59;12026;0.00;
7426;MAKSunny;2.23.6;MAsK;0;4.506.3,4.376.3,4.352.4,4.334.6,4.308.6;Urai,Agan,Kumul,Myhpai,Kogalym;[EKWW];Лиенсу;0;I;1316861;405.95;0;0;0;0;32.41;10929;0.00;
7433;panpan;2.48.3;panpan2;0;4.862.4,4.861.4,4.861.5,4.861.6,4.861.3;pank2_5,pank2_4,pank2_3,pank2_2,pank2_1;нейтралы;Лиенсу;82;III;1313881;1129.77;235505;158705;278186;0;18.92;2794;0.00;
7428;avgustin80;2.184.1;Artefakti;1;4.425.1,4.412.3,4.385.6,4.374.5,4.356.4;Golodnyak,Mesken,Yurd,Razin,BAKU;[WAR];Лиенсу;0;I;1310748;1840.31;0;0;0;0;22.45;4341;0.00;
7434;DARSHAN;1.131.6;WARWARIA;0;4.1174.2,4.1174.3,4.1174.1,4.1174.4,4.1174.5;WARWAR-2,WARWAR-3,WARWAR-1,WARWAR-4,WARWAR-5;[GALEON];Воранер;69;III;1297288;1138.61;273720;158225;15843;0;33.67;11598;0.00;
7378;ASkamerman;1.140.3;ass;1;4.1155.1,4.901.1,4.736.5,4.433.1,4.333.1;ASS2,433a,ASS1,433,333;[WAR];Воранер;189;III;1277795;594206.00;398753;239140;83457;0;29.38;152;0.00;
7436;alex3108;3.45.3;polana;1;4.1185.4,4.805.6,4.672.4,4.517.4,4.176.5;polk5,polk4,pol3,pol2,pol1;[NWO];Псолао;123;III;1266841;21361.50;35664;101167;28308;0;42.62;21821;0.00;
7508;Maratelllo;3.174.2;TPOH;1;4.1156.6,4.892.6,4.720.1,4.401.2,4.189.3;Cofa,Ckamya,Kpeclo,Tabypet,CTYL;[NWO];Псолао;79;III;1249167;3244.42;159171;118416;120269;0;39.72;12519;0.00;
7458;RODINdeARNO;3.20.3;Black_pearl;0;4.647.3,4.647.2,4.641.1,4.617.2,4.617.4;Reliktys,Giperborey,Grifon,Fly-Golland,Faeton;[PRT];Псолао;72;III;1246379;568.86;151413;163109;278186;0;17.78;2311;0.00;
7446;DJINNYA;3.48.1;NII;0;4.1138.5,4.1138.3,4.1138.1,4.1138.2,4.1138.4;FORT,FORTNOX,LAB,POSTBOX,KELEDZARAM;нейтралы;Псолао;66;III;1240990;1610.72;163023;191460;38068;0;36.07;14762;0.00;
7440;pipikus;1.148.5;jurjev;0;4.1154.1,4.1152.1,4.1152.2,4.238.2,4.218.2;rakvere,tallinn,narva,tartu,revel;[GEP];Воранер;85;III;1237305;5033.48;123246;123090;104163;0;32.41;9747;0.00;
7455;Mapis;1.157.5;PINKFLOYD;1;4.642.6,4.642.5,4.641.3,4.641.4,4.639.2;UrahHeep,BlackSabbath,Sleyd,SecretS,Blef;[NWO];Воранер;0;I;1235027;817.01;0;0;0;0;33.54;12701;0.00;
7396;Ruker;1.7.5;Zmeelov;0;4.430.5,4.398.5,4.380.2,4.358.5,4.344.2;Slepun,Kaskavela,Bungarus,Exidna,Anakonda;[NWO];Воранер;181;III;1216828;252584.00;254252;258960;208356;0;14.12;1488;0.00;
7475;BarGlot;3.64.6;CaveBG;0;4.570.6,4.533.3,4.533.4,4.468.2,4.48.3;Antre,Cueva,Grotto,GrotBG,Spelonca;[NWO];Псолао;127;III;1212541;23203.80;123926;175063;20192;0;34.80;13530;0.00;
7519;Vasilisk_;1.150.5;TC_from_Volk;0;4.1158.2,4.1158.4,4.1158.3,4.149.3,4.149.5;special-for-WAR,kolony--4,kolony--5,kolony--1,kolony--2;[NWO];Воранер;109;III;1204349;11542.20;108886;122092;92194;0;35.44;12941;0.00;
7423;11011;2.80.6;11011;1;4.280.3,4.280.5,4.280.2,4.192.4,4.80.5;44044,33033,55055,66066,22022;[WAR];Лиенсу;0;III;1195060;22196.70;0;0;0;0;18.41;2416;0.00;
7472;Dj_VMB;3.14.4;Holl_as_a_hole;0;4.579.3,4.286.2,4.108.4,4.88.5,4.76.6,4.65.6;Hole2,Hole1,Hole4,Hole3,MimicryTower10_754,Hole5;[WAR];Псолао;117;III;1172396;15473.00;43891;211045;97332;0;28.12;7716;0.00;
7477;Amigo0x0;2.184.3;ccc;0;4.232.3,4.166.3,4.36.4,4.35.1,4.6.6;xexe,xuxu,axaxa,oxoxo,xixi;нейтралы;Лиенсу;91;III;1162778;6422.03;28210;238645;67646;0;36.19;13829;0.00;
7412;EvilBarabashka;2.105.5;BarabashkaHome;0;4.1079.5,4.1079.2,4.1079.3,4.1079.1,4.1079.4;Neftyanka,Okrujnaya,Khankala,Minutka,Chernorechye;нейтралы;Лиенсу;102;III;1133403;9323.45;148659;165470;228171;0;14.88;1396;0.00;
7928;Technik666;1.100.6;ZORO;1;4.1188.1,4.897.6,4.603.5,4.300.2,4.32.5;zoro3,zoro5,zoro4,zoro6,zoro2;[WAR];Воранер;113;III;1130693;15551.80;23701;91530;26810;0;40.61;16936;0.00;
7531;frankds;1.52.1;MyHome;1;4.1133.3,4.1133.1,4.1133.2,4.1133.4,4.1133.5;MyHome3,MyHome1,MyHome2,MyHome4,MyHome5;[WAR];Воранер;76;III;1125588;646.96;147094;216150;278186;0;4.54;-194;0.00;
7450;Quistis;1.107.5;TrabiaGarden;1;4.963.5,4.791.2,4.791.1,4.791.3,4.791.4;Garden5,Garden2,Garden1,Garden3,Garden6;[NWO];Воранер;86;III;1106508;2662.73;193537;135990;278186;0;15.01;1734;0.00;
7467;Secor27;1.157.2;FreeFly;0;4.440.4,4.433.3,4.433.5,4.424.3,4.424.4;Sky-1,Sky-2,Sky-3,Sky-5,Sky-4;[WAR];Воранер;74;III;1103729;1043.97;144889;142750;278186;0;18.54;2292;0.00;
7447;Cuesta;1.60.3;Cuesta_Rey;0;4.692.4,4.653.5,4.648.5,4.638.5,4.565.1;Vojager5,Vojager4,Vojager3,Vojager2,Vojager;[GALEON];Воранер;85;III;1095820;3076.27;153459;132010;262289;0;18.54;2404;0.00;
7442;barbus_2004;1.200.1;BARBUS;1;4.243.2,4.243.1,4.243.6,4.78.3,4.53.6;BARB_DOM,BARB_HOUSE,BARB_XATA,BARB_HOME,FAZENDA_BARBUS;[WAR];Воранер;0;I;1082114;2209.53;0;0;0;0;27.11;5499;0.00;
7462;KIT;3.16.1;SODEAL;0;4.272.3,4.259.4,4.163.5,4.91.6,4.38.2;Proximus,Hayduk,PowerPlant,kofeeshop,Huis;[WAR];Псолао;76;III;1081368;541.25;214094;137269;278186;0;22.45;3840;0.00;
7422;anna61;3.46.4;Prikol;0;4.844.4,4.827.6,4.816.4,4.797.3,4.797.2;Prik_fin,Prikol23,Prik_22,Prik2,_prik1;[TG];Псолао;42;III;1076552;257.14;68625;118331;59372;0;4.92;17;0.00;
7453;vitalix;2.21.1;frida4;0;4.1014.5,4.1010.2,4.1010.1,4.1002.3,4.1002.6;Frida9,Frida8,Frida7,FRIDA6,FRIDA5;[URW];Лиенсу;55;III;1057282;116.20;146492;153510;89801;0;26.23;4775;0.00;
7494;elipss;1.18.2;очаг;1;4.897.3,4.849.5,4.770.3,4.687.4,4.250.2;очаг5,очаг4,очаг3,очаг2,очаг1;[NWO];Воранер;101;III;1049723;6382.72;193989;137250;218607;0;26.99;4713;0.00;
7430;lemynara;3.90.3;FlowerGarden;0;4.1146.4,4.903.5,4.768.4,4.497.4,4.146.5;Anthurium,Nerium,Laelia,Camellia,Violet;[WAR];Псолао;151;III;1047878;63469.40;211964;168966;23253;0;12.86;753;0.00;
7452;Nevergreen;1.133.1;Never;1;4.846.3,4.846.5,4.846.2,4.846.4,4.846.6;Neverland,NewNever,Nevergrad,Neverologiya,zapas;[NWO];Воранер;0;I;1046298;4198.38;0;0;0;0;29.63;6047;0.00;
7444;mazs8;1.71.6;DOMIK;0;4.457.1,4.436.6,4.315.2,4.207.1,4.73.2;DOMIK5,DOMIK4,DOMIK3,DOMIK2,DOMIK1;нейтралы;Воранер;57;III;1045701;57.90;33704;141365;278186;0;6.81;139;0.00;
7449;fxdes;2.11.6;MII_PR;1;4.370.6,4.369.6,4.215.2,4.211.6,4.93.6;Наука,археологи,PR_3,PR_2,PR_1;нейтралы;Лиенсу;71;III;1040552;2777.08;0;146790;278186;0;3.91;-150;0.00;
7510;Vadim19;3.30.6;alp;1;4.1085.1,4.1085.6,4.1076.1,4.1076.6,4.1075.3;alp1,alp2,alp4,alp5,alp3;нейтралы;Псолао;93;III;1037528;120.18;530701;146056;233195;0;4.16;-98;0.00;
7459;SAHMET;2.19.4;KERERT;1;4.621.4,4.620.4,4.620.2,4.620.3,4.572.4;LAPI,OULU,KEMY,PORTU,ROVANI;[WAR];Лиенсу;0;I;1032778;93.46;0;0;0;0;11.60;528;0.00;
7842;Praid;3.164.5;Prodamarti;0;4.1192.3,4.195.2,4.189.5,4.155.4,4.124.3;Xanuman,Kronos,Adad,Atum,MelsPA;[NWO];Псолао;78;III;1032157;955.72;396466;107350;77128;0;35.31;10485;0.00;
7473;XaCaH;1.119.4;WarCastle;0;4.1170.4,4.1170.1,4.1170.2,4.1170.5,4.1170.3;FORT-1,FORT-4,FORT-2,FORT-5,FORT-3;[WAR];Воранер;0;I;1028983;14530.10;0;0;0;0;32.41;8021;0.00;
7901;nettoo;1.35.1;DomZmeinettoo;1;4.1035.6,4.795.4,4.553.3,4.316.6,4.75.1;BadBalanceBigPIgLag,MaxTut,VVVVVVVVVVVVVVVVV,BamBamBamBigeloy,BAMbamBAMbamBAM1;[WAR];Воранер;71;III;1019045;5026.29;24752;111385;13250;0;44.89;16866;0.00;
7461;iwsh;2.78.2;+-=KONTORA=-+;0;4.1042.6,4.939.4,4.922.6,4.889.4,4.78.5;FOCUS,АрТефАкТ,изолятор,Бухгалтерия,+++БазаР+++;[QUEEN];Лиенсу;59;III;1009314;459.76;124105;176140;119760;0;25.09;4094;0.00;
7463;hapa555;1.62.5;kazan2007;0;4.975.6,4.470.4,4.445.2,4.66.1,4.27.5;papa1,papa5,papa2,papa4,papa3;[GALEON];Воранер;100;III;1006396;6339.81;46635;230120;278186;0;9.84;330;0.00;
7415;Geralt_Ann;2.86.5;ICHKERIA;0;4.1170.6,4.994.3,4.736.3,4.491.4,4.290.6;Grozny,Bamut,Benoy,UrusMartan,Gudermes;[WAR];Лиенсу;89;I;1004140;9604.30;0;0;1576;0;4.54;-63;0.00;
7724;chamsu;1.107.3;agent007;1;4.1077.1,4.877.1,4.547.5,4.317.1,4.77.5;zver,drakon,Mekegi,Ubiitcha,Varvar-razryshitel;[GALEON];Воранер;136;III;997505;34447.30;65610;172781;80293;0;37.58;12318;0.00;
7465;Sergey_SS;2.73.2;sss_god;0;4.861.2,4.837.5,4.822.4,4.132.4,4.98.2;coloniy_3,coloniy_2,coloniy_1,coloniy_5,coloniy_4;нейтралы;Лиенсу;67;III;970381;838.83;77929;171280;278186;0;11.73;719;0.00;
7451;SpaceBizon;1.73.3;Sunny;1;4.567.6,4.480.2,4.480.3,4.475.3,4.475.2;Col5,Col2,Col1,Col4,Col3;[NN];Воранер;84;III;965094;1988.10;211961;142540;245856;0;11.35;604;0.00;
7491;nik269;1.87.6;к123;0;4.511.6,4.495.4,4.487.6,4.311.5,4.211.3;SLAWA,Kypshino,Кupshino,NEZAMAI,OSTROG;[NWO];Воранер;75;III;962977;0.33;224573;140780;278186;0;15.13;1482;0.00;
7474;Desdicado;2.2.6;Bursa;1;4.911.5,4.891.3,4.891.4,4.891.1,4.891.2;Factory,Academy-3,Academy-4,Academy-1,Academy-2;нейтралы;Лиенсу;0;I;962046;204.49;0;0;0;0;10.21;357;0.00;
7539;Rich_ard;2.176.2;19651811;1;4.429.2,4.384.6,4.356.5,4.329.5,4.48.2;sotsot,totoso,tatasot,sotsot5,sotsot4;[GALEON];Лиенсу;105;III;945041;11027.00;4048;244785;69265;0;39.97;13856;0.00;
7485;Nikola80;3.55.5;Dully80;0;4.945.4,4.945.1,4.945.2,4.945.3,4.945.5;103zd,SektOrGaZa,KloakA,NewUral,68ob;[WAR];Псолао;0;I;918724;1144.39;0;0;0;0;32.41;7168;0.00;
7466;rivai;3.4.5;inkvizitzia;0;4.324.4,4.297.4,4.292.6,4.241.2,4.8.4;iasvoboden,brыcь_otcuda,XruXru,nikogo_net_doma,tyt_mi;[FC];Псолао;50;III;908295;30.61;0;103936;278186;0;8.70;266;0.00;
7469;BHY4EK;2.12.2;Tromb;1;4.432.3,4.432.5,4.339.2,4.339.3,4.339.4;Перово,Универ,Копи,Рудник,Забой;нейтралы;Лиенсу;69;III;903935;1445.26;126180;140470;185884;0;3.91;-139;0.00;
7492;Dirael;2.18.2;Pautina;1;4.1163.6,4.1163.5,4.1157.6,4.1123.3,4.1123.2;kol-3,kol-4,1157-6,kol-2,kol-1;[ASFOR];Лиенсу;67;III;903263;562.91;161331;100165;250601;0;4.54;-81;0.00;
